Tag Name,Value,Timestamp
PT003_CompIn-barg,51.693024,23 Apr 2018 18:10:20:732  
PT003_CompIn-barg,51.68387,23 Apr 2018 18:10:20:976  
PT003_CompIn-barg,51.68387,23 Apr 2018 18:10:21:239  
PT003_CompIn-barg,51.681583,23 Apr 2018 18:10:21:481  
PT003_CompIn-barg,51.67929,23 Apr 2018 18:10:21:726  
PT003_CompIn-barg,51.681583,23 Apr 2018 18:10:21:979  
PT003_CompIn-barg,51.674713,23 Apr 2018 18:10:22:232  
PT003_CompIn-barg,51.672424,23 Apr 2018 18:10:22:480  
PT003_CompIn-barg,51.672424,23 Apr 2018 18:10:22:736  
PT003_CompIn-barg,51.670135,23 Apr 2018 18:10:22:971  
PT003_CompIn-barg,51.660984,23 Apr 2018 18:10:23:226  
PT003_CompIn-barg,51.660984,23 Apr 2018 18:10:23:488  
PT003_CompIn-barg,51.654114,23 Apr 2018 18:10:23:732  
PT003_CompIn-barg,51.654114,23 Apr 2018 18:10:23:978  
PT003_CompIn-barg,52.381958,23 Apr 2018 18:10:24:238  
PT003_CompIn-barg,51.651825,23 Apr 2018 18:10:24:482  
PT003_CompIn-barg,51.75482,23 Apr 2018 18:10:24:726  
PT003_CompIn-barg,51.864685,23 Apr 2018 18:10:24:989  
PT003_CompIn-barg,51.880707,23 Apr 2018 18:10:25:230  
PT003_CompIn-barg,51.880707,23 Apr 2018 18:10:25:476  
PT003_CompIn-barg,51.87155,23 Apr 2018 18:10:25:739  
PT003_CompIn-barg,51.862396,23 Apr 2018 18:10:25:975  
PT003_CompIn-barg,51.853245,23 Apr 2018 18:10:26:229  
PT003_CompIn-barg,51.848663,23 Apr 2018 18:10:26:489  
PT003_CompIn-barg,51.841797,23 Apr 2018 18:10:26:728  
PT003_CompIn-barg,51.839508,23 Apr 2018 18:10:26:976  
PT003_CompIn-barg,51.83722,23 Apr 2018 18:10:27:228  
PT003_CompIn-barg,51.83493,23 Apr 2018 18:10:27:484  
PT003_CompIn-barg,51.83493,23 Apr 2018 18:10:27:726  
PT003_CompIn-barg,51.828064,23 Apr 2018 18:10:27:987  
PT003_CompIn-barg,51.81433,23 Apr 2018 18:10:28:226  
PT003_CompIn-barg,51.77542,23 Apr 2018 18:10:28:476  
PT003_CompIn-barg,51.73651,23 Apr 2018 18:10:28:722  
PT003_CompIn-barg,51.69989,23 Apr 2018 18:10:28:982  
PT003_CompIn-barg,51.674713,23 Apr 2018 18:10:29:229  
PT003_CompIn-barg,51.651825,23 Apr 2018 18:10:29:482  
PT003_CompIn-barg,51.638096,23 Apr 2018 18:10:29:716  
PT003_CompIn-barg,51.62207,23 Apr 2018 18:10:29:976  
PT003_CompIn-barg,51.612915,23 Apr 2018 18:10:30:239  
PT003_CompIn-barg,51.60376,23 Apr 2018 18:10:30:476  
PT003_CompIn-barg,51.60147,23 Apr 2018 18:10:30:726  
PT003_CompIn-barg,51.599182,23 Apr 2018 18:10:30:966  
PT003_CompIn-barg,51.596897,23 Apr 2018 18:10:31:233  
PT003_CompIn-barg,51.592316,23 Apr 2018 18:10:31:476  
PT003_CompIn-barg,51.590027,23 Apr 2018 18:10:31:739  
PT003_CompIn-barg,51.587738,23 Apr 2018 18:10:31:974  
PT003_CompIn-barg,51.58545,23 Apr 2018 18:10:32:232  
PT003_CompIn-barg,51.58316,23 Apr 2018 18:10:32:488  
PT003_CompIn-barg,51.58087,23 Apr 2018 18:10:32:734  
PT003_CompIn-barg,51.576294,23 Apr 2018 18:10:32:977  
PT003_CompIn-barg,51.571716,23 Apr 2018 18:10:33:239  
PT003_CompIn-barg,51.576294,23 Apr 2018 18:10:33:483  
PT003_CompIn-barg,51.569427,23 Apr 2018 18:10:33:726  
PT003_CompIn-barg,51.56714,23 Apr 2018 18:10:33:990  
PT003_CompIn-barg,51.56714,23 Apr 2018 18:10:34:232  
PT003_CompIn-barg,51.560272,23 Apr 2018 18:10:34:476  
PT003_CompIn-barg,51.56256,23 Apr 2018 18:10:34:739  
PT003_CompIn-barg,51.560272,23 Apr 2018 18:10:34:983  
PT003_CompIn-barg,51.55341,23 Apr 2018 18:10:35:228  
PT003_CompIn-barg,51.54883,23 Apr 2018 18:10:35:484  
PT003_CompIn-barg,51.54883,23 Apr 2018 18:10:35:731  
PT003_CompIn-barg,51.54196,23 Apr 2018 18:10:35:976  
PT003_CompIn-barg,51.54196,23 Apr 2018 18:10:36:241  
PT003_CompIn-barg,51.539673,23 Apr 2018 18:10:36:482  
PT003_CompIn-barg,51.537384,23 Apr 2018 18:10:36:721  
PT003_CompIn-barg,51.537384,23 Apr 2018 18:10:36:987  
PT003_CompIn-barg,51.53281,23 Apr 2018 18:10:37:237  
PT003_CompIn-barg,51.52823,23 Apr 2018 18:10:37:480  
PT003_CompIn-barg,51.52594,23 Apr 2018 18:10:37:725  
PT003_CompIn-barg,51.521362,23 Apr 2018 18:10:37:983  
PT003_CompIn-barg,51.521362,23 Apr 2018 18:10:38:232  
PT003_CompIn-barg,51.521362,23 Apr 2018 18:10:38:488  
PT003_CompIn-barg,51.52365,23 Apr 2018 18:10:38:721  
PT003_CompIn-barg,51.521362,23 Apr 2018 18:10:38:981  
PT003_CompIn-barg,52.155365,23 Apr 2018 18:10:39:243  
PT003_CompIn-barg,51.425236,23 Apr 2018 18:10:39:482  
PT003_CompIn-barg,51.54196,23 Apr 2018 18:10:39:730  
PT003_CompIn-barg,51.654114,23 Apr 2018 18:10:39:973  
PT003_CompIn-barg,51.670135,23 Apr 2018 18:10:40:235  
PT003_CompIn-barg,51.674713,23 Apr 2018 18:10:40:480  
PT003_CompIn-barg,51.67929,23 Apr 2018 18:10:40:739  
PT003_CompIn-barg,51.681583,23 Apr 2018 18:10:40:983  
PT003_CompIn-barg,51.68387,23 Apr 2018 18:10:41:242  
PT003_CompIn-barg,51.686157,23 Apr 2018 18:10:41:491  
PT003_CompIn-barg,51.686157,23 Apr 2018 18:10:41:733  
PT003_CompIn-barg,51.690735,23 Apr 2018 18:10:41:976  
PT003_CompIn-barg,51.693024,23 Apr 2018 18:10:42:238  
PT003_CompIn-barg,51.693024,23 Apr 2018 18:10:42:484  
PT003_CompIn-barg,51.688446,23 Apr 2018 18:10:42:728  
PT003_CompIn-barg,51.686157,23 Apr 2018 18:10:42:986  
PT003_CompIn-barg,51.681583,23 Apr 2018 18:10:43:232  
PT003_CompIn-barg,51.656403,23 Apr 2018 18:10:43:495  
PT003_CompIn-barg,51.62207,23 Apr 2018 18:10:43:737  
PT003_CompIn-barg,51.58545,23 Apr 2018 18:10:43:982  
PT003_CompIn-barg,51.555695,23 Apr 2018 18:10:44:230  
PT003_CompIn-barg,51.53281,23 Apr 2018 18:10:44:488  
PT003_CompIn-barg,51.512207,23 Apr 2018 18:10:44:732  
PT003_CompIn-barg,51.50305,23 Apr 2018 18:10:44:982  
PT003_CompIn-barg,51.498474,23 Apr 2018 18:10:45:241  
PT003_CompIn-barg,51.493896,23 Apr 2018 18:10:45:485  
PT003_CompIn-barg,51.489323,23 Apr 2018 18:10:45:745  
PT003_CompIn-barg,51.489323,23 Apr 2018 18:10:45:986  
PT003_CompIn-barg,51.48474,23 Apr 2018 18:10:46:235  
PT003_CompIn-barg,51.482452,23 Apr 2018 18:10:46:483  
PT003_CompIn-barg,51.477875,23 Apr 2018 18:10:46:719  
PT003_CompIn-barg,51.475586,23 Apr 2018 18:10:46:982  
PT003_CompIn-barg,51.473297,23 Apr 2018 18:10:47:229  
PT003_CompIn-barg,51.47101,23 Apr 2018 18:10:47:488  
PT003_CompIn-barg,51.468716,23 Apr 2018 18:10:47:736  
PT003_CompIn-barg,51.46414,23 Apr 2018 18:10:47:968  
PT003_CompIn-barg,51.461853,23 Apr 2018 18:10:48:230  
PT003_CompIn-barg,51.461853,23 Apr 2018 18:10:48:484  
PT003_CompIn-barg,51.457275,23 Apr 2018 18:10:48:736  
PT003_CompIn-barg,51.452698,23 Apr 2018 18:10:48:986  
PT003_CompIn-barg,51.45041,23 Apr 2018 18:10:49:231  
PT003_CompIn-barg,51.44812,23 Apr 2018 18:10:49:484  
PT003_CompIn-barg,51.44812,23 Apr 2018 18:10:49:737  
PT003_CompIn-barg,51.443542,23 Apr 2018 18:10:49:986  
PT003_CompIn-barg,51.441254,23 Apr 2018 18:10:50:247  
PT003_CompIn-barg,51.441254,23 Apr 2018 18:10:50:492  
PT003_CompIn-barg,51.436676,23 Apr 2018 18:10:50:735  
PT003_CompIn-barg,51.436676,23 Apr 2018 18:10:50:983  
PT003_CompIn-barg,51.434387,23 Apr 2018 18:10:51:241  
PT003_CompIn-barg,51.4321,23 Apr 2018 18:10:51:485  
PT003_CompIn-barg,51.42981,23 Apr 2018 18:10:51:740  
PT003_CompIn-barg,51.425236,23 Apr 2018 18:10:51:984  
PT003_CompIn-barg,51.425236,23 Apr 2018 18:10:52:231  
PT003_CompIn-barg,51.420654,23 Apr 2018 18:10:52:480  
PT003_CompIn-barg,51.416077,23 Apr 2018 18:10:52:737  
PT003_CompIn-barg,51.413788,23 Apr 2018 18:10:52:986  
PT003_CompIn-barg,51.4115,23 Apr 2018 18:10:53:230  
PT003_CompIn-barg,51.40921,23 Apr 2018 18:10:53:489  
PT003_CompIn-barg,51.40692,23 Apr 2018 18:10:53:734  
PT003_CompIn-barg,51.40921,23 Apr 2018 18:10:53:984  
PT003_CompIn-barg,51.99286,23 Apr 2018 18:10:54:238  
